date,genotype,biological_rep,technical_rep,height
10-Sep-25,APPLd,1,1,5.171
10-Sep-25,APPLd,1,1,2.235
10-Sep-25,APPLd,1,1,0.562
10-Sep-25,APPLd,1,1,5.39
10-Sep-25,APPLd,1,1,3.312
10-Sep-25,APPLd,1,1,2.015
10-Sep-25,APPLd,1,1,1.234
10-Sep-25,APPLd,1,1,5.924
10-Sep-25,APPLd,1,1,3.376
10-Sep-25,APPLd,1,1,3.407
10-Sep-25,APPLd,1,1,3.83
10-Sep-25,APPLd,1,1,3.015
10-Sep-25,APPLd,1,1,5.875
10-Sep-25,APPLd,1,1,5.251
10-Sep-25,APPLd,1,1,1.453
10-Sep-25,APPLd,1,1,0.625
10-Sep-25,APPLd,1,1,2.125
10-Sep-25,APPLd,1,2,7.327
10-Sep-25,APPLd,1,2,6.842
10-Sep-25,APPLd,1,2,1.672
10-Sep-25,APPLd,1,2,5.639
10-Sep-25,APPLd,1,2,4.999
10-Sep-25,APPLd,1,2,5.998
10-Sep-25,APPLd,1,2,0.484
10-Sep-25,APPLd,1,2,4.265
10-Sep-25,APPLd,1,2,4.061
10-Sep-25,APPLd,1,2,5.264
10-Sep-25,APPLd,1,2,4.858
10-Sep-25,APPLd,1,2,4.405
10-Sep-25,APPLd,1,2,7.249
10-Sep-25,APPLd,1,2,3.343
10-Sep-25,APPLd,1,2,2.218
10-Sep-25,APPLd,1,2,6.905
10-Sep-25,APPLd,1,2,3.89
10-Sep-25,APPLd,1,2,6.733
10-Sep-25,APPLd,1,2,7.079
10-Sep-25,APPLd,1,2,0
10-Sep-25,APPLd,1,2,0
10-Sep-25,APPLd,1,3,7.756
10-Sep-25,APPLd,1,3,6.297
10-Sep-25,APPLd,1,3,5.983
10-Sep-25,APPLd,1,3,1.728
10-Sep-25,APPLd,1,3,8.739
10-Sep-25,APPLd,1,3,8.168
10-Sep-25,APPLd,1,3,6.069
10-Sep-25,APPLd,1,3,4.513
10-Sep-25,APPLd,1,3,3.384
10-Sep-25,APPLd,1,3,7.012
10-Sep-25,APPLd,1,3,6.398
10-Sep-25,APPLd,1,3,5.672
10-Sep-25,APPLd,1,3,5.284
10-Sep-25,APPLd,1,3,1.585
10-Sep-25,APPLd,1,3,5.184
10-Sep-25,APPLd,1,3,9.825
10-Sep-25,APPLd,1,3,8.969
10-Sep-25,APPLd,1,3,7.429
10-Sep-25,APPLd,1,3,2.071
10-Sep-25,APPLd,1,3,1.442
10-Sep-25,APPLd,1,3,0
10-Sep-25,APPLd,1,4,8.641
10-Sep-25,APPLd,1,4,6.015
10-Sep-25,APPLd,1,4,4.866
10-Sep-25,APPLd,1,4,4.695
10-Sep-25,APPLd,1,4,4.17
10-Sep-25,APPLd,1,4,3.903
10-Sep-25,APPLd,1,4,6.685
10-Sep-25,APPLd,1,4,0.383
10-Sep-25,APPLd,1,4,0.95
10-Sep-25,APPLd,1,4,8.496
10-Sep-25,APPLd,1,4,8.014
10-Sep-25,APPLd,1,4,6.354
10-Sep-25,APPLd,1,4,5.574
10-Sep-25,APPLd,1,4,5.234
10-Sep-25,APPLd,1,4,2.809
10-Sep-25,APPLd,1,4,2.936
10-Sep-25,APPLd,1,4,4.922
10-Sep-25,APPLd,1,4,6.568
10-Sep-25,APPLd,1,4,4.879
10-Sep-25,APPLd,1,4,3.773
10-Sep-25,APPLd,1,4,1.478
17-Sep-25,APPLd,2,1,8.469
17-Sep-25,APPLd,2,1,4.477
17-Sep-25,APPLd,2,1,3.353
17-Sep-25,APPLd,2,1,2.887
17-Sep-25,APPLd,2,1,2.153
17-Sep-25,APPLd,2,1,1.138
17-Sep-25,APPLd,2,1,3.619
17-Sep-25,APPLd,2,1,1.139
17-Sep-25,APPLd,2,1,3.712
17-Sep-25,APPLd,2,1,0.811
17-Sep-25,APPLd,2,1,3.447
17-Sep-25,APPLd,2,1,3.354
17-Sep-25,APPLd,2,1,5.365
17-Sep-25,APPLd,2,1,3.977
17-Sep-25,APPLd,2,1,2.495
17-Sep-25,APPLd,2,1,2.168
17-Sep-25,APPLd,2,2,7.725
17-Sep-25,APPLd,2,2,5.979
17-Sep-25,APPLd,2,2,5.625
17-Sep-25,APPLd,2,2,4.832
17-Sep-25,APPLd,2,2,4.116
17-Sep-25,APPLd,2,2,2.415
17-Sep-25,APPLd,2,2,3.34
17-Sep-25,APPLd,2,2,3.43
17-Sep-25,APPLd,2,2,4.98
17-Sep-25,APPLd,2,2,3.624
17-Sep-25,APPLd,2,2,0.925
17-Sep-25,APPLd,2,2,2.523
17-Sep-25,APPLd,2,2,3.086
17-Sep-25,APPLd,2,2,4.777
17-Sep-25,APPLd,2,2,3.582
17-Sep-25,APPLd,2,2,3.027
17-Sep-25,APPLd,2,3,4.112
17-Sep-25,APPLd,2,3,3.382
17-Sep-25,APPLd,2,3,6.794
17-Sep-25,APPLd,2,3,4.529
17-Sep-25,APPLd,2,3,4.112
17-Sep-25,APPLd,2,3,3.799
17-Sep-25,APPLd,2,3,6.809
17-Sep-25,APPLd,2,3,0.716
17-Sep-25,APPLd,2,3,2.222
17-Sep-25,APPLd,2,3,3.471
17-Sep-25,APPLd,2,3,2.876
17-Sep-25,APPLd,2,3,0.38
17-Sep-25,APPLd,2,3,2.177
17-Sep-25,APPLd,2,3,2.831
17-Sep-25,APPLd,2,3,0.463
17-Sep-25,APPLd,2,3,0
17-Sep-25,APPLd,2,4,7.094
17-Sep-25,APPLd,2,4,6.79
17-Sep-25,APPLd,2,4,6.109
17-Sep-25,APPLd,2,4,4.837
17-Sep-25,APPLd,2,4,4.438
17-Sep-25,APPLd,2,4,4.114
17-Sep-25,APPLd,2,4,3.275
17-Sep-25,APPLd,2,4,2.056
17-Sep-25,APPLd,2,4,0.691
17-Sep-25,APPLd,2,4,4.008
17-Sep-25,APPLd,2,4,5.667
17-Sep-25,APPLd,2,4,4.332
17-Sep-25,APPLd,2,4,0.279
17-Sep-25,APPLd,2,4,1.585
17-Sep-25,APPLd,2,4,3.524
17-Sep-25,APPLd,2,4,5.784
17-Sep-25,APPLd,3,1,5.024
17-Sep-25,APPLd,3,1,3.726
17-Sep-25,APPLd,3,1,2.119
17-Sep-25,APPLd,3,1,2.502
17-Sep-25,APPLd,3,1,4.379
17-Sep-25,APPLd,3,1,6.693
17-Sep-25,APPLd,3,1,0.225
17-Sep-25,APPLd,3,1,4.788
17-Sep-25,APPLd,3,1,5.536
17-Sep-25,APPLd,3,1,4.397
17-Sep-25,APPLd,3,1,4.737
17-Sep-25,APPLd,3,1,5.011
17-Sep-25,APPLd,3,1,2.367
17-Sep-25,APPLd,3,1,5.224
17-Sep-25,APPLd,3,1,0
17-Sep-25,APPLd,3,2,8.12
17-Sep-25,APPLd,3,2,7.672
17-Sep-25,APPLd,3,2,6.655
17-Sep-25,APPLd,3,2,5.566
17-Sep-25,APPLd,3,2,5.648
17-Sep-25,APPLd,3,2,5.352
17-Sep-25,APPLd,3,2,4.66
17-Sep-25,APPLd,3,2,4.224
17-Sep-25,APPLd,3,2,3.959
17-Sep-25,APPLd,3,2,3.85
17-Sep-25,APPLd,3,2,3.54
17-Sep-25,APPLd,3,2,3.393
17-Sep-25,APPLd,3,2,2.835
17-Sep-25,APPLd,3,2,0.648
17-Sep-25,APPLd,3,2,0.639
17-Sep-25,APPLd,3,3,6.734
17-Sep-25,APPLd,3,3,5.349
17-Sep-25,APPLd,3,3,5.264
17-Sep-25,APPLd,3,3,5.081
17-Sep-25,APPLd,3,3,4.527
17-Sep-25,APPLd,3,3,4.029
17-Sep-25,APPLd,3,3,3.371
17-Sep-25,APPLd,3,3,3.402
17-Sep-25,APPLd,3,3,1.512
17-Sep-25,APPLd,3,3,1.887
17-Sep-25,APPLd,3,3,1.746
17-Sep-25,APPLd,3,3,1.103
17-Sep-25,APPLd,3,3,1.283
17-Sep-25,APPLd,3,3,1.363
17-Sep-25,APPLd,3,3,0.351
17-Sep-25,APPLd,3,4,7.313
17-Sep-25,APPLd,3,4,6.683
17-Sep-25,APPLd,3,4,6.243
17-Sep-25,APPLd,3,4,5.821
17-Sep-25,APPLd,3,4,5.275
17-Sep-25,APPLd,3,4,4.942
17-Sep-25,APPLd,3,4,5.032
17-Sep-25,APPLd,3,4,4.455
17-Sep-25,APPLd,3,4,4.237
17-Sep-25,APPLd,3,4,3.65
17-Sep-25,APPLd,3,4,3.625
17-Sep-25,APPLd,3,4,3.381
17-Sep-25,APPLd,3,4,2.908
17-Sep-25,APPLd,3,4,2.638
17-Sep-25,APPLd,3,4,0.874
22-Sep-25,APPLd,4,1,7.809
22-Sep-25,APPLd,4,1,5.152
22-Sep-25,APPLd,4,1,4.791
22-Sep-25,APPLd,4,1,6.044
22-Sep-25,APPLd,4,1,5.008
22-Sep-25,APPLd,4,1,2.95
22-Sep-25,APPLd,4,1,7.607
22-Sep-25,APPLd,4,1,6.252
22-Sep-25,APPLd,4,1,5.293
22-Sep-25,APPLd,4,1,0.791
22-Sep-25,APPLd,4,1,0.715
22-Sep-25,APPLd,4,1,6.081
22-Sep-25,APPLd,4,1,1.581
22-Sep-25,APPLd,4,1,3.01
22-Sep-25,APPLd,4,1,1.475
22-Sep-25,APPLd,4,1,1.186
22-Sep-25,APPLd,4,1,0
22-Sep-25,APPLd,4,2,8.52
22-Sep-25,APPLd,4,2,7.196
22-Sep-25,APPLd,4,2,9.515
22-Sep-25,APPLd,4,2,8.416
22-Sep-25,APPLd,4,2,7.164
22-Sep-25,APPLd,4,2,5.762
22-Sep-25,APPLd,4,2,4.491
22-Sep-25,APPLd,4,2,3.882
22-Sep-25,APPLd,4,2,5.165
22-Sep-25,APPLd,4,2,4.01
22-Sep-25,APPLd,4,2,1.043
22-Sep-25,APPLd,4,2,6.251
22-Sep-25,APPLd,4,2,5.107
22-Sep-25,APPLd,4,2,2.2
22-Sep-25,APPLd,4,2,4.79
22-Sep-25,APPLd,4,2,3.14
22-Sep-25,APPLd,4,2,0.825
22-Sep-25,APPLd,4,3,9.453
22-Sep-25,APPLd,4,3,9.753
22-Sep-25,APPLd,4,3,6.934
22-Sep-25,APPLd,4,3,3.802
22-Sep-25,APPLd,4,3,6.791
22-Sep-25,APPLd,4,3,4.488
22-Sep-25,APPLd,4,3,6.018
22-Sep-25,APPLd,4,3,9.193
22-Sep-25,APPLd,4,3,6.146
22-Sep-25,APPLd,4,3,9.754
22-Sep-25,APPLd,4,3,7.884
22-Sep-25,APPLd,4,3,9.516
22-Sep-25,APPLd,4,3,7.601
22-Sep-25,APPLd,4,3,4.364
22-Sep-25,APPLd,4,3,2.078
22-Sep-25,APPLd,4,3,6.339
22-Sep-25,APPLd,4,3,5.805
22-Sep-25,APPLd,4,4,9.687
22-Sep-25,APPLd,4,4,9.133
22-Sep-25,APPLd,4,4,9.818
22-Sep-25,APPLd,4,4,8.403
22-Sep-25,APPLd,4,4,7.595
22-Sep-25,APPLd,4,4,7.184
22-Sep-25,APPLd,4,4,7.17
22-Sep-25,APPLd,4,4,6.976
22-Sep-25,APPLd,4,4,6.7
22-Sep-25,APPLd,4,4,6.087
22-Sep-25,APPLd,4,4,5.949
22-Sep-25,APPLd,4,4,4.957
22-Sep-25,APPLd,4,4,4.233
22-Sep-25,APPLd,4,4,3.86
22-Sep-25,APPLd,4,4,3.885
22-Sep-25,APPLd,4,4,3.321
22-Sep-25,APPLd,4,4,1.964
21-Oct-25,APPLd,5,1,1.571
21-Oct-25,APPLd,5,1,1.203
21-Oct-25,APPLd,5,1,8.583
21-Oct-25,APPLd,5,1,5.657
21-Oct-25,APPLd,5,1,1.161
21-Oct-25,APPLd,5,1,6.154
21-Oct-25,APPLd,5,1,0.847
21-Oct-25,APPLd,5,1,0.631
21-Oct-25,APPLd,5,1,4.194
21-Oct-25,APPLd,5,1,1.817
21-Oct-25,APPLd,5,1,1.079
21-Oct-25,APPLd,5,1,8.916
21-Oct-25,APPLd,5,1,7.324
21-Oct-25,APPLd,5,1,5.248
21-Oct-25,APPLd,5,1,4.392
21-Oct-25,APPLd,5,1,3.731
21-Oct-25,APPLd,5,1,3.034
21-Oct-25,APPLd,5,1,0
21-Oct-25,APPLd,5,2,8.678
21-Oct-25,APPLd,5,2,8.52
21-Oct-25,APPLd,5,2,7.972
21-Oct-25,APPLd,5,2,7.087
21-Oct-25,APPLd,5,2,7.199
21-Oct-25,APPLd,5,2,6.571
21-Oct-25,APPLd,5,2,5.309
21-Oct-25,APPLd,5,2,4.519
21-Oct-25,APPLd,5,2,4.562
21-Oct-25,APPLd,5,2,3.774
21-Oct-25,APPLd,5,2,3.577
21-Oct-25,APPLd,5,2,3.022
21-Oct-25,APPLd,5,2,1.455
21-Oct-25,APPLd,5,2,1.221
21-Oct-25,APPLd,5,2,0.735
21-Oct-25,APPLd,5,2,0.957
21-Oct-25,APPLd,5,2,0.721
21-Oct-25,APPLd,5,2,0.472
21-Oct-25,APPLd,5,3,8.711
21-Oct-25,APPLd,5,3,8.711
21-Oct-25,APPLd,5,3,8.532
21-Oct-25,APPLd,5,3,7.808
21-Oct-25,APPLd,5,3,7.614
21-Oct-25,APPLd,5,3,7.441
21-Oct-25,APPLd,5,3,7.055
21-Oct-25,APPLd,5,3,6.304
21-Oct-25,APPLd,5,3,5.833
21-Oct-25,APPLd,5,3,5.534
21-Oct-25,APPLd,5,3,4.915
21-Oct-25,APPLd,5,3,4.362
21-Oct-25,APPLd,5,3,3.26
21-Oct-25,APPLd,5,3,2.79
21-Oct-25,APPLd,5,3,2.284
21-Oct-25,APPLd,5,3,1.042
21-Oct-25,APPLd,5,3,0.935
21-Oct-25,APPLd,5,3,0.694
21-Oct-25,APPLd,5,4,9.021
21-Oct-25,APPLd,5,4,8.996
21-Oct-25,APPLd,5,4,8.626
21-Oct-25,APPLd,5,4,8.109
21-Oct-25,APPLd,5,4,7.309
21-Oct-25,APPLd,5,4,6.74
21-Oct-25,APPLd,5,4,6.708
21-Oct-25,APPLd,5,4,6.442
21-Oct-25,APPLd,5,4,5.885
21-Oct-25,APPLd,5,4,5.681
21-Oct-25,APPLd,5,4,4.1
21-Oct-25,APPLd,5,4,4.359
21-Oct-25,APPLd,5,4,3.892
21-Oct-25,APPLd,5,4,3.588
21-Oct-25,APPLd,5,4,3.287
21-Oct-25,APPLd,5,4,2.043
21-Oct-25,APPLd,5,4,1.705
21-Oct-25,APPLd,5,4,0.758
24-Oct-25,APPLd,6,1,4.859
24-Oct-25,APPLd,6,1,4.508
24-Oct-25,APPLd,6,1,4.117
24-Oct-25,APPLd,6,1,3.915
24-Oct-25,APPLd,6,1,3.859
24-Oct-25,APPLd,6,1,3.726
24-Oct-25,APPLd,6,1,2.101
24-Oct-25,APPLd,6,1,1.362
24-Oct-25,APPLd,6,1,1.195
24-Oct-25,APPLd,6,1,1.125
24-Oct-25,APPLd,6,1,1
24-Oct-25,APPLd,6,1,0.851
24-Oct-25,APPLd,6,1,0.993
24-Oct-25,APPLd,6,1,0.851
24-Oct-25,APPLd,6,1,0.766
24-Oct-25,APPLd,6,1,0.704
24-Oct-25,APPLd,6,1,0.539
24-Oct-25,APPLd,6,1,0.539
24-Oct-25,APPLd,6,1,0
24-Oct-25,APPLd,6,2,7.713
24-Oct-25,APPLd,6,2,6.47
24-Oct-25,APPLd,6,2,5.991
24-Oct-25,APPLd,6,2,5.576
24-Oct-25,APPLd,6,2,4.999
24-Oct-25,APPLd,6,2,4.275
24-Oct-25,APPLd,6,2,4.089
24-Oct-25,APPLd,6,2,3.698
24-Oct-25,APPLd,6,2,3.455
24-Oct-25,APPLd,6,2,2.568
24-Oct-25,APPLd,6,2,1.17
24-Oct-25,APPLd,6,2,0.903
24-Oct-25,APPLd,6,2,0.943
24-Oct-25,APPLd,6,2,0.675
24-Oct-25,APPLd,6,2,0.748
24-Oct-25,APPLd,6,2,0.74
24-Oct-25,APPLd,6,2,0.748
24-Oct-25,APPLd,6,2,0.553
24-Oct-25,APPLd,6,2,0.52
24-Oct-25,APPLd,6,3,5.766
24-Oct-25,APPLd,6,3,5.331
24-Oct-25,APPLd,6,3,4.823
24-Oct-25,APPLd,6,3,4.834
24-Oct-25,APPLd,6,3,4.528
24-Oct-25,APPLd,6,3,3.876
24-Oct-25,APPLd,6,3,2.596
24-Oct-25,APPLd,6,3,2.419
24-Oct-25,APPLd,6,3,1.919
24-Oct-25,APPLd,6,3,0.816
24-Oct-25,APPLd,6,3,0.64
24-Oct-25,APPLd,6,3,0.838
24-Oct-25,APPLd,6,3,0.603
24-Oct-25,APPLd,6,3,0.684
24-Oct-25,APPLd,6,3,0.42
24-Oct-25,APPLd,6,3,0.765
24-Oct-25,APPLd,6,3,0.853
24-Oct-25,APPLd,6,3,0.816
24-Oct-25,APPLd,6,3,0.654
24-Oct-25,APPLd,6,4,6.518
24-Oct-25,APPLd,6,4,5.026
24-Oct-25,APPLd,6,4,4.827
24-Oct-25,APPLd,6,4,3.663
24-Oct-25,APPLd,6,4,3.951
24-Oct-25,APPLd,6,4,3.423
24-Oct-25,APPLd,6,4,3.15
24-Oct-25,APPLd,6,4,3
24-Oct-25,APPLd,6,4,2.726
24-Oct-25,APPLd,6,4,2.513
24-Oct-25,APPLd,6,4,2.52
24-Oct-25,APPLd,6,4,2.267
24-Oct-25,APPLd,6,4,1.089
24-Oct-25,APPLd,6,4,0.911
24-Oct-25,APPLd,6,4,0.787
24-Oct-25,APPLd,6,4,0.76
24-Oct-25,APPLd,6,4,0.445
24-Oct-25,APPLd,6,4,0
24-Oct-25,APPLd,6,4,0
29-Oct-25,APPLd,7,1,6.355
29-Oct-25,APPLd,7,1,5.199
29-Oct-25,APPLd,7,1,4.461
29-Oct-25,APPLd,7,1,3.63
29-Oct-25,APPLd,7,1,1.474
29-Oct-25,APPLd,7,1,1.149
29-Oct-25,APPLd,7,1,0.951
29-Oct-25,APPLd,7,1,0.745
29-Oct-25,APPLd,7,1,0.927
29-Oct-25,APPLd,7,2,6.861
29-Oct-25,APPLd,7,2,6.251
29-Oct-25,APPLd,7,2,5.527
29-Oct-25,APPLd,7,2,4.959
29-Oct-25,APPLd,7,2,4.66
29-Oct-25,APPLd,7,2,3.52
29-Oct-25,APPLd,7,2,3.317
29-Oct-25,APPLd,7,2,2.763
29-Oct-25,APPLd,7,2,1.081
29-Oct-25,APPLd,7,3,6.108
29-Oct-25,APPLd,7,3,5.436
29-Oct-25,APPLd,7,3,4.604
29-Oct-25,APPLd,7,3,3.717
29-Oct-25,APPLd,7,3,1.735
29-Oct-25,APPLd,7,3,1.503
29-Oct-25,APPLd,7,3,0.959
29-Oct-25,APPLd,7,3,0.768
29-Oct-25,APPLd,7,3,0.44
29-Oct-25,APPLd,7,4,8.314
29-Oct-25,APPLd,7,4,6.498
29-Oct-25,APPLd,7,4,4.812
29-Oct-25,APPLd,7,4,4.632
29-Oct-25,APPLd,7,4,3.119
29-Oct-25,APPLd,7,4,2.954
29-Oct-25,APPLd,7,4,1.702
29-Oct-25,APPLd,7,4,1.483
29-Oct-25,APPLd,7,4,1.727
10-Sep-25,w1118,1,1,6.984
10-Sep-25,w1118,1,1,6.171
10-Sep-25,w1118,1,1,4.859
10-Sep-25,w1118,1,1,3.718
10-Sep-25,w1118,1,1,2.516
10-Sep-25,w1118,1,1,1.375
10-Sep-25,w1118,1,1,0.453
10-Sep-25,w1118,1,1,9.327
10-Sep-25,w1118,1,1,7.844
10-Sep-25,w1118,1,1,4.89
10-Sep-25,w1118,1,1,7.36
10-Sep-25,w1118,1,1,5.984
10-Sep-25,w1118,1,1,8.391
10-Sep-25,w1118,1,1,0
10-Sep-25,w1118,1,1,0
10-Sep-25,w1118,1,2,7.488
10-Sep-25,w1118,1,2,7.348
10-Sep-25,w1118,1,2,9.748
10-Sep-25,w1118,1,2,1.031
10-Sep-25,w1118,1,2,0.719
10-Sep-25,w1118,1,2,4.405
10-Sep-25,w1118,1,2,5.938
10-Sep-25,w1118,1,2,5.124
10-Sep-25,w1118,1,2,3.985
10-Sep-25,w1118,1,2,4.499
10-Sep-25,w1118,1,2,1.515
10-Sep-25,w1118,1,2,5.909
10-Sep-25,w1118,1,2,8.045
10-Sep-25,w1118,1,2,9.404
10-Sep-25,w1118,1,2,9.232
10-Sep-25,w1118,1,3,1.573
10-Sep-25,w1118,1,3,3.613
10-Sep-25,w1118,1,3,3.727
10-Sep-25,w1118,1,3,7.997
10-Sep-25,w1118,1,3,7.611
10-Sep-25,w1118,1,3,7.497
10-Sep-25,w1118,1,3,5.626
10-Sep-25,w1118,1,3,3.956
10-Sep-25,w1118,1,3,3.213
10-Sep-25,w1118,1,3,8.116
10-Sep-25,w1118,1,3,7.838
10-Sep-25,w1118,1,3,6.012
10-Sep-25,w1118,1,3,1.585
10-Sep-25,w1118,1,3,0
10-Sep-25,w1118,1,3,0
10-Sep-25,w1118,1,4,8.133
10-Sep-25,w1118,1,4,1.163
10-Sep-25,w1118,1,4,0.724
10-Sep-25,w1118,1,4,9.106
10-Sep-25,w1118,1,4,7.319
10-Sep-25,w1118,1,4,5.136
10-Sep-25,w1118,1,4,9.461
10-Sep-25,w1118,1,4,5.547
10-Sep-25,w1118,1,4,3.135
10-Sep-25,w1118,1,4,1.589
10-Sep-25,w1118,1,4,0.398
10-Sep-25,w1118,1,4,0
10-Sep-25,w1118,1,4,0
10-Sep-25,w1118,1,4,0
10-Sep-25,w1118,1,4,0
17-Sep-25,w1118,2,1,7.971
17-Sep-25,w1118,2,1,4.043
17-Sep-25,w1118,2,1,3.308
17-Sep-25,w1118,2,1,6.8
17-Sep-25,w1118,2,1,4.263
17-Sep-25,w1118,2,1,2.763
17-Sep-25,w1118,2,1,5.911
17-Sep-25,w1118,2,1,0.77
17-Sep-25,w1118,2,1,7.269
17-Sep-25,w1118,2,1,5.148
17-Sep-25,w1118,2,1,1.685
17-Sep-25,w1118,2,1,4.337
17-Sep-25,w1118,2,1,9.17
17-Sep-25,w1118,2,1,6.441
17-Sep-25,w1118,2,1,1.638
17-Sep-25,w1118,2,2,9.716
17-Sep-25,w1118,2,2,8.224
17-Sep-25,w1118,2,2,6.625
17-Sep-25,w1118,2,2,6.413
17-Sep-25,w1118,2,2,4.445
17-Sep-25,w1118,2,2,0.925
17-Sep-25,w1118,2,2,0.447
17-Sep-25,w1118,2,2,7.785
17-Sep-25,w1118,2,2,6.904
17-Sep-25,w1118,2,2,3.012
17-Sep-25,w1118,2,2,9.693
17-Sep-25,w1118,2,2,8.201
17-Sep-25,w1118,2,2,5.428
17-Sep-25,w1118,2,2,3.892
17-Sep-25,w1118,2,2,0
17-Sep-25,w1118,2,3,8.493
17-Sep-25,w1118,2,3,8.126
17-Sep-25,w1118,2,3,7.838
17-Sep-25,w1118,2,3,10.057
17-Sep-25,w1118,2,3,9.028
17-Sep-25,w1118,2,3,6.461
17-Sep-25,w1118,2,3,3.473
17-Sep-25,w1118,2,3,6.187
17-Sep-25,w1118,2,3,1.909
17-Sep-25,w1118,2,3,1.862
17-Sep-25,w1118,2,3,0.275
17-Sep-25,w1118,2,3,3.665
17-Sep-25,w1118,2,3,3.695
17-Sep-25,w1118,2,3,7.554
17-Sep-25,w1118,2,3,3.918
17-Sep-25,w1118,2,4,9.44
17-Sep-25,w1118,2,4,8.933
17-Sep-25,w1118,2,4,9.876
17-Sep-25,w1118,2,4,10.059
17-Sep-25,w1118,2,4,1.814
17-Sep-25,w1118,2,4,1.366
17-Sep-25,w1118,2,4,1.028
17-Sep-25,w1118,2,4,7.518
17-Sep-25,w1118,2,4,4.037
17-Sep-25,w1118,2,4,6.048
17-Sep-25,w1118,2,4,6.886
17-Sep-25,w1118,2,4,9.076
17-Sep-25,w1118,2,4,10.131
17-Sep-25,w1118,2,4,9.968
17-Sep-25,w1118,2,4,0
17-Sep-25,w1118,3,1,5.563
17-Sep-25,w1118,3,1,2.504
17-Sep-25,w1118,3,1,5.807
17-Sep-25,w1118,3,1,3.177
17-Sep-25,w1118,3,1,0.81
17-Sep-25,w1118,3,1,1.982
17-Sep-25,w1118,3,1,8.553
17-Sep-25,w1118,3,1,9.729
17-Sep-25,w1118,3,1,6.907
17-Sep-25,w1118,3,1,4.21
17-Sep-25,w1118,3,1,2.821
17-Sep-25,w1118,3,1,2.262
17-Sep-25,w1118,3,1,3.569
17-Sep-25,w1118,3,1,3.472
17-Sep-25,w1118,3,1,2.243
17-Sep-25,w1118,3,1,1.872
17-Sep-25,w1118,3,1,7.934
17-Sep-25,w1118,3,1,8.812
17-Sep-25,w1118,3,1,8.829
17-Sep-25,w1118,3,1,9.261
17-Sep-25,w1118,3,2,9.582
17-Sep-25,w1118,3,2,8.653
17-Sep-25,w1118,3,2,8.544
17-Sep-25,w1118,3,2,7.407
17-Sep-25,w1118,3,2,5.921
17-Sep-25,w1118,3,2,5.577
17-Sep-25,w1118,3,2,5.16
17-Sep-25,w1118,3,2,4.413
17-Sep-25,w1118,3,2,4.29
17-Sep-25,w1118,3,2,4.05
17-Sep-25,w1118,3,2,3.975
17-Sep-25,w1118,3,2,3.258
17-Sep-25,w1118,3,2,3.152
17-Sep-25,w1118,3,2,2.682
17-Sep-25,w1118,3,2,1.737
17-Sep-25,w1118,3,2,1.208
17-Sep-25,w1118,3,2,0.701
17-Sep-25,w1118,3,2,0.403
17-Sep-25,w1118,3,2,0.702
17-Sep-25,w1118,3,2,0.35
17-Sep-25,w1118,3,3,8.496
17-Sep-25,w1118,3,3,8.282
17-Sep-25,w1118,3,3,8.218
17-Sep-25,w1118,3,3,7.696
17-Sep-25,w1118,3,3,5.807
17-Sep-25,w1118,3,3,5.639
17-Sep-25,w1118,3,3,5.381
17-Sep-25,w1118,3,3,5.09
17-Sep-25,w1118,3,3,4.651
17-Sep-25,w1118,3,3,4.644
17-Sep-25,w1118,3,3,4.083
17-Sep-25,w1118,3,3,2.927
17-Sep-25,w1118,3,3,2.49
17-Sep-25,w1118,3,3,2.544
17-Sep-25,w1118,3,3,2.214
17-Sep-25,w1118,3,3,1.696
17-Sep-25,w1118,3,3,1.28
17-Sep-25,w1118,3,3,1.032
17-Sep-25,w1118,3,3,0.689
17-Sep-25,w1118,3,3,1.743
17-Sep-25,w1118,3,4,9.954
17-Sep-25,w1118,3,4,9.792
17-Sep-25,w1118,3,4,6.963
17-Sep-25,w1118,3,4,6.221
17-Sep-25,w1118,3,4,6.045
17-Sep-25,w1118,3,4,5.859
17-Sep-25,w1118,3,4,5.562
17-Sep-25,w1118,3,4,4.794
17-Sep-25,w1118,3,4,4.191
17-Sep-25,w1118,3,4,4.231
17-Sep-25,w1118,3,4,3.747
17-Sep-25,w1118,3,4,3.458
17-Sep-25,w1118,3,4,3.056
17-Sep-25,w1118,3,4,2.952
17-Sep-25,w1118,3,4,2.836
17-Sep-25,w1118,3,4,1.816
17-Sep-25,w1118,3,4,1.459
17-Sep-25,w1118,3,4,1.135
17-Sep-25,w1118,3,4,1.126
17-Sep-25,w1118,3,4,0
22-Sep-25,w1118,4,1,9.993
22-Sep-25,w1118,4,1,8.81
22-Sep-25,w1118,4,1,4.581
22-Sep-25,w1118,4,1,5.534
22-Sep-25,w1118,4,1,0.974
22-Sep-25,w1118,4,1,0.913
22-Sep-25,w1118,4,1,10.521
22-Sep-25,w1118,4,1,5.398
22-Sep-25,w1118,4,1,2.632
22-Sep-25,w1118,4,1,10.567
22-Sep-25,w1118,4,1,5.625
22-Sep-25,w1118,4,1,3.895
22-Sep-25,w1118,4,1,2.175
22-Sep-25,w1118,4,1,10.34
22-Sep-25,w1118,4,1,9.964
22-Sep-25,w1118,4,1,8.271
22-Sep-25,w1118,4,1,7.481
22-Sep-25,w1118,4,1,6.568
22-Sep-25,w1118,4,1,5.838
22-Sep-25,w1118,4,2,0
22-Sep-25,w1118,4,2,0
22-Sep-25,w1118,4,2,0
